Ime.i.prezime,Tijelo.javne.vlasti,Izvor.informacija,Godina,Datum.putovanja.polazak,Datum.putovanja.povratak,Odrediste,Broj.osoba.u.pratnji,Koristen.Vladin.zrakoplov,Iznos.putnih.troskova.po.sluzbenom.putovanju.u.kn,Iznos.troskova.smjestaja.po.sluzbenom.putovanju.u.kn,Iznos.troskova.reprezentacije.u.kn,Ukupni.troskovi.u.kn,Prosjek.troska.u.kn.po.osobi
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-07-29,2016-07-29,Bjelovar,1,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-08-04,2016-08-04,Šibenik-Drniš-Knin-Zadar,2,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-08-07,2016-08-07,Sinj,1,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-08-13,2016-08-13,Metkoviæ,1,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-08-19,2016-08-19,Zabok,2,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-08-23,2016-08-23,Split-županija,2,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-08-24,2016-08-24,Varaždin,2,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-08-26,2016-08-26,Poliènik-Zadar,0,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-09-01,2016-09-01,Rijeka,2,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-09-02,2016-09-02,Virovitica,2,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-09-05,2016-09-05,Zadar,2,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-09-08,2016-09-08,Slavonski Brod,2,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-09-12,2016-09-13,Kopenhagen,2,ne,7214,7608.67,0,14822.67,4940.89
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-09-16,2016-09-17,Vinkovci -Vukovar,1,ne,0,508.02,0,508.02,254.01
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-10-02,2016-10-04,Bratislava,2,ne,0,2438.91,0,2438.91,812.97
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-10-12,2016-10-12,Krk,2,ne,0,0,0,0,0
Dario Nakić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_nakica_ministr,2016,2016-10-13,2016-10-13,Osijek,0,ne,0,0,0,0,0
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,"Munchen, Njemačka",1,ne,2169.6,0,0,2169.6,1084.8
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Trilj,0,ne,0,0,0,0,0
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Virovitica,1,ne,0,0,0,0,0
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Bol,0,ne,300,0,0,300,300
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Prelog,1,ne,152.94,0,0,152.94,76.47
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Pakrac,0,ne,0,0,0,0,0
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Osijek,1,ne,0,0,0,0,0
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Vukovar,0,ne,0,0,0,0,0
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Krapina,1,ne,152.94,0,0,152.94,76.47
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Mostar,2,ne,1834.52,1413.18,422,3669.7,1223.233333
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Poreč,1,ne,608.84,0,0,608.84,304.42
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Koprivnica,2,ne,455.84,0,0,455.84,151.9466667
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Koprivnica,0,ne,0,0,0,0,0
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Varaždin,0,ne,0,0,0,0,0
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Poreč,1,ne,305.84,0,45,350.84,175.42
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Sarajevo,4,ne,2712.6,7931.04,0,10643.64,2128.728
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Teheran,1,ne,16581.66,16924.72,0,33506.38,16753.19
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Šibenik,2,ne,300,0,0,300,100
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Split,1,ne,0,0,0,0,0
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Gospić,1,ne,305.84,0,0,305.84,152.92
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Zadar,2,ne,300,2271,0,2571,857
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Osijek,1,ne,75,0,0,75,37.5
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Nedelišće,5,ne,300,0,0,300,50
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Vinkovci,1,ne,0,574,0,574,287
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Karlovac,1,ne,30,0,0,30,15
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Dubrovnik,2,ne,4560,7626.9,0,12186.9,4062.3
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Varaždin,1,ne,0,0,0,0,0
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Osijek,1,ne,150,0,0,150,75
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Varaždin,2,ne,150,0,0,150,50
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Pula,1,ne,300,0,0,300,150
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,"Gornja Radgona, Slovenija",1,ne,112.95,0,0,112.95,56.475
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Split,0,ne,0,0,0,0,0
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,"Celje, Slovenija",2,ne,1134.75,0,0,1134.75,378.25
Darko Horvat ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_horvata_minist,2016,,,Vukovar,0,ne,0,0,0,0,0
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,"Baku, Azerbaidžan",0,ne,3640,2790,0,6430,6430
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,"Amsterdam, Nizozemska",0,ne,7137.66,0,0,7137.66,7137.66
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Dubrovnik,0,ne,900,2205.17,0,3105.17,3105.17
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Podgorica,0,ne,1390,680,0,2070,2070
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,London,0,ne,6000.8,3650,0,9650.8,9650.8
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Teheran,1,ne,15085.1,11106.91,0,26192.01,13096.005
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Šibenik,0,ne,0,1093,0,1093,1093
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Zadvarje,0,ne,0,0,0,0,0
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Pariz,0,djelomično,4607.59,0,0,4607.59,4607.59
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Bratislava,0,ne,2481.4,2256.03,0,4737.43,4737.43
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Metković,0,ne,0,0,613,613,613
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,"Vilnius, Litva",0,djelomično,9092.35,5158.05,0,14250.4,14250.4
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Motovun,0,ne,0,628,0,628,628
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Kutina,0,ne,0,0,0,0,0
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Sv. Martin na Muri,0,ne,0,0,0,0,0
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Dubrovnik,2,ne,1050,8870.2,0,9920.2,3306.733333
Tomislav Panenić ,"Ministarstvo gospodarstva, poduzetništva i obrta",http://imamopravoznati.org/request/putni_troskovi_za_panenica_minis,2016,,,Zadar,0,ne,0,0,0,0,0
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,"Sofija, Bugarska",1,ne,9225.6,4675.62,1389.3,15290.52,7645.26
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,"New York, Sjedinjene Američke Države",2,ne,26740.9,26026.36,0,52767.26,17589.08667
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,"Beč, Austrija",2,ne,10673.4,6139.8,0,16813.2,5604.4
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Donji Dolac,1,ne,874.42,2620,0,3494.42,1747.21
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Vukovar,1,ne,798.84,0,0,798.84,399.42
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Varaždin,0,ne,218.03,0,0,218.03,218.03
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Novi Vinodolski,3,ne,1369.48,5237.2,0,6606.68,1651.67
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Krapina,1,ne,301.9,0,0,301.9,150.95
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Karlovac,2,ne,239.7,0,0,239.7,79.9
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Vinkovci,2,ne,1125.38,0,0,1125.38,375.1266667
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Vukovar,2,ne,910.58,0,0,910.58,303.5266667
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Slavonski Brod,2,ne,804.82,0,0,804.82,268.2733333
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Knin,0,ne,820.53,575,0,1395.53,1395.53
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Donja Stubica,2,ne,225.88,225,0,450.88,150.2933333
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Split,1,ne,1332.36,0,0,1332.36,666.18
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Karlovac,2,ne,257.74,0,0,257.74,85.91333333
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Osijek,2,ne,1024.26,0,0,1024.26,341.42
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Ludbreg,2,ne,649.79,0,0,649.79,216.5966667
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Gospić,2,ne,715.51,0,0,715.51,238.5033333
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Split,2,ne,2099.68,0,0,2099.68,699.8933333
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Koprivnica,1,ne,382.1,3765,0,4147.1,2073.55
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Trogir,3,ne,1758.06,0,0,1758.06,439.515
Bernardica Juretić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_juretic_minist,2016,,,Osijek,1,ne,879.66,0,0,879.66,439.83
Tomislav Karamarko,"Vlada Republike Hrvatske, Zagreb",http://imamopravoznati.org/request/putni_troskovi_za_karamarka_prvo,2016,2016-03-17,2016-03-17,Šibenik,1,ne,0,0,0,0,0
Tomislav Karamarko,"Vlada Republike Hrvatske, Zagreb",http://imamopravoznati.org/request/putni_troskovi_za_karamarka_prvo,2016,2016-03-29,2016-03-29,Virovitica,1,ne,0,0,0,0,0
Tomislav Karamarko,"Vlada Republike Hrvatske, Zagreb",http://imamopravoznati.org/request/putni_troskovi_za_karamarka_prvo,2016,2016-03-31,2016-03-31,Plitvice,1,ne,0,0,0,0,0
Tomislav Karamarko,"Vlada Republike Hrvatske, Zagreb",http://imamopravoznati.org/request/putni_troskovi_za_karamarka_prvo,2016,2016-04-01,2016-04-01,Dubrovnik,1,ne,0,0,0,0,0
Tomislav Karamarko,"Vlada Republike Hrvatske, Zagreb",http://imamopravoznati.org/request/putni_troskovi_za_karamarka_prvo,2016,2016-04-07,2016-04-07,Rijeka,2,ne,0,0,0,0,0
Tomislav Karamarko,"Vlada Republike Hrvatske, Zagreb",http://imamopravoznati.org/request/putni_troskovi_za_karamarka_prvo,2016,2016-04-08,2016-04-08,Gospić,1,ne,0,0,0,0,0
Tomislav Karamarko,"Vlada Republike Hrvatske, Zagreb",http://imamopravoznati.org/request/putni_troskovi_za_karamarka_prvo,2016,2016-04-18,2016-04-18,Varaždin,3,ne,0,0,0,0,0
Tomislav Karamarko,"Vlada Republike Hrvatske, Zagreb",http://imamopravoznati.org/request/putni_troskovi_za_karamarka_prvo,2016,2016-05-03,2016-05-03,Općina Ravno,2,ne,0,0,0,0,0
Tomislav Karamarko,"Vlada Republike Hrvatske, Zagreb",http://imamopravoznati.org/request/putni_troskovi_za_karamarka_prvo,2016,2016-05-14,2016-05-14,Tezno,2,ne,0,0,0,0,0
Tomislav Karamarko,"Vlada Republike Hrvatske, Zagreb",http://imamopravoznati.org/request/putni_troskovi_za_karamarka_prvo,2016,2016-05-21,2016-05-21,Slavonski Brod,1,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-01-29,2016-01-29,Ljubljana,3,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-02-17,2016-02-20,Bruxelles,4,da,8082.75,42732.4,0,50815.15,10163.03
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-02-21,2016-02-22,London,3,da,2147.95,12301.24,0,14449.19,3612.2975
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-03-01,2016-03-01,Berlin,3,da,1073.98,0,0,1073.98,268.495
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-03-07,2016-03-08,Bruxelles,4,da,2676.1,11725.75,0,14401.85,2880.37
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-03-17,2016-03-18,Bruxelles,4,da,2664.65,13995.27,0,16659.92,3331.984
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-03-23,2016-03-23,Osijek,3,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-03-31,2016-04-01,Vukovar,2,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-04-04,2016-04-04,Dubrovnik,2,da,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-04-07,2016-04-07,Rim,3,da,2129.05,0,0,2129.05,532.2625
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-04-22,2016-04-22,Jasenovac,5,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-04-25,,Munchen,3,da,1061.37,0,0,1061.37,265.3425
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-05-01,2016-05-01,Okučani,2,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-05-06,2016-05-07,Split,2,ne,0,4257,0,4257,1419
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-05-13,2016-05-13,Poreč,2,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-05-30,2016-05-31,Pariz,4,da,2648.45,10543.6,2416,15608.05,3121.61
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-06-28,2016-06-29,Bruxelles,5,da,3187.45,12723.48,0,15910.93,2651.821667
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-06-29,2016-06-30,Split,2,djelomično,0,4257,0,4257,1419
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-07-04,2016-07-04,Pariz,3,da,1062.97,0,0,1062.97,265.7425
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-07-18,2016-07-18,Karlovac,4,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-07-20,2016-07-20,Okučani,2,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-07-21,2016-07-21,Gospić,1,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-07-27,2016-07-27,Kutina,2,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-08-05,2016-08-05,Knin,3,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-08-07,2016-08-07,Sinj,2,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-08-13,2016-08-13,Metković,2,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-08-21,2016-08-21,Barban,2,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-08-27,2016-08-27,Berlin,3,da,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-09-04,2016-09-04,Ludbreg,2,ne,0,0,0,0,0
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-09-16,2016-09-16,Bratislava,3,da,1515.69,0,0,1515.69,378.9225
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-09-16,2016-09-17,Split,3,djelomično,0,76,0,76,19
Tihomir Orešković,Vlada Republike Hrvatske,http://imamopravoznati.org/request/putni_troskovi_za_oreskovica_pre,2016,2016-09-24,2016-09-24,Beč,3,da,1061.91,0,0,1061.91,265.4775
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2016,,,Opatija,1,ne,150,0,0,150,75
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2016,,,Vukovar,1,ne,600,240,0,840,420
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Bruxelles,1,ne,1055.6,1296.88,0,2352.48,1176.24
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Sarajevo,0,ne,223.65,596.4,0,820.05,820.05
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Gola,1,ne,599.1,0,0,599.1,299.55
